"absolute src","font-bold","font-medium","font-medium 2","font-medium 3","flex","flex 2","flex 3","list-inside","font-semibold","font-semibold 2","font-semibold 3","text-tiers-gold-500","text-tiers-diamond-500","font-semibold 4","list-inside 2","font-semibold 5","font-semibold 7","text-tiers-gold-500 2","text-tiers-diamond-500 2","font-semibold 8","grid","text-lg","font-semibold 10","font-semibold 11","grid 2","text-lg 2","font-semibold 14","grid 3","text-lg 3","grid 4","text-lg 4","font-semibold 17","grid 5","text-lg 5","font-semibold 20","grid 6","text-lg 6","font-semibold 23","grid 7","text-lg 7","font-semibold 26","font-semibold 27","grid 8","text-lg 8","font-semibold 30","grid 9","text-lg 9","grid 10","text-lg 10","font-semibold 34","grid 11","text-lg 11","font-semibold 38","grid 12","text-lg 12","font-semibold 41","h-full src","list-inside 3","text-blue-600","text-blue-600 href","flex 4","text-tiers-silver-500","font-semibold 42","font-semibold 43","text-tiers-bronze-500","list-inside 4","font-semibold 44"
"https://howbazaar-images.b-cdn.net/images/items/ef20ec33-7990-41b8-8d8e-47514b503612.avif","Chunk of Lead","Bronze+","Common","Small","Economy","Reagent","Unpurchasable","When this is transformed outside of combat, gain a Chunk of Gold.","","","","","","","","","","","","","...and Enchant the transformation with Deadly if able.","Deadly","","","...and Enchant the transformation with Fiery if able.","Fiery","","...and Enchant the transformation with Golden if able.","Golden","...and Enchant the transformation with Heavy if able.","Heavy","","...and Enchant the transformation with Icy if able.","Icy","","...and Enchant the transformation with Obsidian if able.","Obsidian","","...and Enchant the transformation with Radiant if able.","Radiant","","","...and Enchant the transformation with Restorative if able.","Restorative","","...and Enchant the transformation with Shielded if able.","Shielded","...and Enchant the transformation with Toxic if able.","","","...and Enchant the transformation with Turbo if able.","Toxic","","","Turbo","","https://howbazaar-images.b-cdn.net/images/items/ef20ec33-7990-41b8-8d8e-47514b503612.avif","","","","","","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/d45bb1dd-5342-4c69-b7fe-f56d3fac7d1f.avif","Cinders","Bronze+","Common","Small","BurnReference","Loot","","When you sell this, your leftmost  item gains  .","","","»   »   »","+4","+8","","","Haste","","","","","When you sell this, your leftmost item gains 2% .","Deadly","Shield","Crit Chance","This has double  bonus.","Fiery","Burn","When you sell this, your leftmost  item gains +0.2  duration.","","When you sell this, your leftmost  item gains +0.1  duration.","Heavy","Slow","When you sell this, your leftmost  item gains +10 .","Icy","Freeze","When you sell this, your leftmost  item gains +10 .","Obsidian","Damage","When you sell this, your leftmost  item gains +10 .","","Freeze","Slow","When you sell this, your leftmost  item gains +1 .","Restorative","Heal","When you sell this, your leftmost  item gains +0.2  duration.","Shielded","","","","","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/d45bb1dd-5342-4c69-b7fe-f56d3fac7d1f.avif","","Tempest Bravo","https://www.howbazaar.gg/monsters#Tempest_Bravo","","+2","","","+1","",""
"https://howbazaar-images.b-cdn.net/images/items/deaad0b0-27bc-4800-928f-0fdf443d2c2d.avif","Citrus","Bronze+","Common","Small","Food","Regen","","When you sell this, gain  .","","","»   »   »","3","4","","","Haste","","","","","When you sell this, your leftmost item gains 2% .","Deadly","Shield","Crit Chance","When you sell this, your leftmost  item gains +1 .","Fiery","Burn","When you sell this, your leftmost  item gains +0.2  duration.","","When you sell this, your leftmost  item gains +0.1  duration.","Heavy","Slow","When you sell this, your leftmost  item gains +10 .","Icy","Freeze","When you sell this, your leftmost  item gains +10 .","Obsidian","Damage","When you sell this, your leftmost  item gains +10 .","","Freeze","Slow","When you sell this, your leftmost  item gains +1 .","Restorative","Heal","When you sell this, your leftmost  item gains +0.2  duration.","Shielded","","","","","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/deaad0b0-27bc-4800-928f-0fdf443d2c2d.avif","","Prince Marianas","https://www.howbazaar.gg/monsters#Prince_Marianas","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/46b1261c-a04c-4a35-8a9e-6763a5d85c43.avif","Clamera","Bronze+","Vanessa","Small","Aquatic","Slow","","Cooldown  seconds","","","»   »   »","5","4","","an item for 2 second(s)","Slow","","","","","Your items have +10% .","Deadly","Shield","Crit Chance","2","Fiery","Burn","This has double value.","Golden","This  for twice as long.","Heavy","Slows","an item for 0.5 second(s)","Icy","Freeze","Deal 20","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","20","Restorative","Heal","20","Shielded","This has +1 Multicast.","Shiny","","2","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/46b1261c-a04c-4a35-8a9e-6763a5d85c43.avif","At the start of each fight, use this.","Roaming Isle","https://www.howbazaar.gg/monsters#Roaming_Isle","","6","","","7","",""
"https://howbazaar-images.b-cdn.net/images/items/fec7b75b-980f-4744-b1c1-19ce00b117e8.avif","Claw Arm","Silver+","Dooley","Medium","Damage","HasteReference","Tech","Cooldown 5 seconds","Weapon","Damage","»   »","40","60","","Deal 20","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has double  bonus.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/fec7b75b-980f-4744-b1c1-19ce00b117e8.avif","When this is Hasted, this and the  to the left of this gains   for the fight.","","","Weapon","20","Damage","Damage","","","damage"
"https://howbazaar-images.b-cdn.net/images/items/da73d4b8-d857-4121-9a6f-c621546d36e3.avif","Clawrence","Bronze+","Dooley","Medium","Damage","Friend","Weapon","Cooldown 6 seconds","Friend","","»   »   »","30","40","","Deal 20","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/da73d4b8-d857-4121-9a6f-c621546d36e3.avif","When you use another , this gains   for the fight.","","","","20","Damage","Damage","10","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/d66bcc8c-a817-4b0c-bda1-eb13b28acb2b.avif","Claws","Bronze+","Common","Small","CritReference","Damage","Weapon","Cooldown 4 seconds","","","»   »   »","30","40","","Deal","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/d66bcc8c-a817-4b0c-bda1-eb13b28acb2b.avif","This deals double Crit .","Cosmic Roc","https://www.howbazaar.gg/monsters#Cosmic_Roc","","20","Damage","Damage","10","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/f4bef5b2-773b-44bf-84a0-67ae325604f7.avif","Cleaver","Bronze+","Jules","Small","Damage","Tool","Weapon","Cooldown 6 seconds","Tool","","»   »   »","+15","+20","","Deal 10","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 3 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 3 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/f4bef5b2-773b-44bf-84a0-67ae325604f7.avif","When you use a , this gains   for the fight.","Morguloth","https://www.howbazaar.gg/monsters#Morguloth","","+10","Damage","Damage","+5","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/28dac6a8-49d7-45f2-98a4-b2d89ff89029.avif","Cloche Hat","Silver+","Stelle","Medium","Apparel","Economy","","Your rerolls cost  less Gold for each  you have.","Apparel","","»   »","2","3","","","","","","","","Adjacent items have +40% .","Deadly","Shield","Crit Chance","At the start of each fight,  20.","Fiery","Burn","This has double reroll cost reduction.","Golden","At the start of each fight,  4 items for 2 second(s).","Heavy","Slow","At the start of each fight,  2 item for 2 second(s).","Icy","Freeze","At the start of each fight, deal  equal to 20% of your .","Obsidian","Damage","Adjacent items are affected by  and  for half as long.","Radiant","Freeze","Slow","The first time you fall below half  each fight,  equal to 10% of your .","Restorative","Max Health","At the start of each fight,  equal to 20% of your .","Shielded","This has double reroll cost reduction.","Shiny","","At the start of each fight,  20.","Toxic","Poison","At the start of each fight,  4 items for 2 second(s).","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/28dac6a8-49d7-45f2-98a4-b2d89ff89029.avif","","","","","1","Max Health","Max Health","","",""
"https://howbazaar-images.b-cdn.net/images/items/af24dea0-6cc9-49dc-acec-d90313b46b72.avif","Clockwork Blades","Bronze+","Common","Medium","Cooldown","Damage","Weapon","Cooldown 7 seconds","","","»   »   »","80","160","","Deal","","»   »   »","3%","4%","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 2 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","2 items for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/af24dea0-6cc9-49dc-acec-d90313b46b72.avif","When you sell this, reduce your items' Cooldowns by .","Outlands Dervish","https://www.howbazaar.gg/monsters#Outlands_Dervish","","40","Damage","Damage","20","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/13091e74-2fec-4745-82e5-2572b485fedc.avif","Clockwork Disc","Bronze+","Stelle","Small","Damage","FlyingReference","Toy","Cooldown 4 seconds","","","»   »   »","25","35","","Deal","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/13091e74-2fec-4745-82e5-2572b485fedc.avif","This starts or stops Flying","","","Weapon","15","Damage","Damage","5","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/a21b1e80-c633-487b-9292-7552519198c8.avif","Closed Sign","Diamond+","Pygmalien","Medium","Charge","HealReference","","When you ,  adjacent  1 second(s).","Properties","Charge","","","","Property","","","","","","","Your adjacent  have + equal to the value of your highest value item.","Deadly","Shield","Crit Chance","When you use a ,  2.","Fiery","Burn","Adjacent  have double value.","Golden","When you use a ,  an item for 1 second(s).","Heavy","Slow","When you use a ,  an item for 0.5 second(s).","Icy","Freeze","When you use a , deal 20 .","Obsidian","Damage","Your adjacent  are affected by  and  for half as long.","Radiant","Freeze","Slow","When you use a ,  20.","Restorative","Heal","When you use a ,  20.","Shielded","This has double  amount.","Shiny","","When you use a ,  2.","Toxic","Poison","When you use a ,  an item for 1 second(s).","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/a21b1e80-c633-487b-9292-7552519198c8.avif","","","","","","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/d8199e77-6687-4fe7-b6a7-2d3e34145bf3.avif","Cloud Tanker","Silver+","Stelle","Large","BurnReference","DamageReference","FlyingReference","Cooldown 3 seconds","Weapons","Burn","»   »","+40","+60","","Adjacent  gain   for the fight.","","»   »","+6","+9","Damage","Adjacent items gain 25%  for the fight.","Deadly","Shield","Crit Chance","This has double  bonus.","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","1 items for 1 second(s)","Icy","Freeze","This has double  bonus.","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","120","Restorative","Heal","120","Shielded","This has +1 Multicast.","Shiny","","12","Toxic","Poison","This  for twice as long.","Turbo","Hastes","","Adjacent  items gain   for the fight.","","","Haste","+20","","","","When a Flying  or Drone gains  or  during combat,  it 1 second(s).",""
"https://howbazaar-images.b-cdn.net/images/items/63ae7341-324b-4cb5-83ad-ee17719d4079.avif?v=1","Cloud Wisp","Bronze+","Mak","Small","Haste","Reagent","","Cooldown 5 seconds","","","»   »   »","3","4","","the item to the left of this for  second(s)","","","","","","The item to the left of this has +30 .","Deadly","Shield","Crit Chance","4","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 40","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","40","Restorative","Heal","40","Shielded","This has +1 Multicast.","Shiny","","4","Toxic","Poison","This  for twice as long.","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/63ae7341-324b-4cb5-83ad-ee17719d4079.avif?v=1","When this is transformed, Enchant it with Turbo if able.","","","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/9ad15f24-4def-4d82-8545-d73794cfbaf2.avif","Coconut","Bronze+","Common","Small","Food","Health","","When you sell this, gain  .","","","»   »   »","30","40","","","Haste","","","","","When you sell this, your leftmost item gains 2% .","Deadly","Shield","Crit Chance","When you sell this, your leftmost  item gains +1 .","Fiery","Burn","When you sell this, your leftmost  item gains +0.2  duration.","","When you sell this, your leftmost  item gains +0.1  duration.","Heavy","Slow","When you sell this, your leftmost  item gains +10 .","Icy","Freeze","When you sell this, your leftmost  item gains +10 .","Obsidian","Damage","When you sell this, your leftmost  item gains +10 .","","Freeze","Slow","When you sell this, your leftmost  item gains +1 .","Restorative","Heal","When you sell this, your leftmost  item gains +0.2  duration.","Shielded","","","","","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/9ad15f24-4def-4d82-8545-d73794cfbaf2.avif","","Coconut Crab","https://www.howbazaar.gg/monsters#Coconut_Crab","","20","","","10","",""
"https://howbazaar-images.b-cdn.net/images/items/833b205c-b5a6-4095-b816-a8df156ef7fa.avif","Coffee","Bronze+","Jules","Small","Food","Haste","","Cooldown 4 seconds","","","»   »   »","3","4","","the item to the left of this for  second(s)","","","","","","The item to the left of this has +50% .","Deadly","Shield","Crit Chance","2","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 20","Obsidian","Damage","The item to the left of this is affected by  and  for half as long.","Radiant","Freeze","Slow","20","Restorative","Heal","20","Shielded","This has +1 Multicast.","Shiny","","2","Toxic","Poison","This  for twice as long.","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/833b205c-b5a6-4095-b816-a8df156ef7fa.avif","","","","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/ca77281c-f912-4db3-86ce-64842a4ccdaa.avif","Cog","Bronze+","Dooley","Small","Haste","Relic","","Cooldown 4 seconds","","","»   »   »","3","4","","an adjacent item for  second(s)","","","","","","An adjacent item gains 20%  for the fight","Deadly","Shield","Crit Chance","3","Fiery","Burn","This has double value.","Golden","an item for 1 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","Deal 30","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","30","Restorative","Heal","30","Shielded","This has +1 Multicast.","Shiny","","3","Toxic","Poison","This  for twice as long.","Turbo","Hastes","https://howbazaar-images.b-cdn.net/images/items/ca77281c-f912-4db3-86ce-64842a4ccdaa.avif","","Car Conductor","https://www.howbazaar.gg/monsters#Car_Conductor","","2","","","1","",""
"https://howbazaar-images.b-cdn.net/images/items/dc43ae7a-a60a-42e7-a019-eb3c89b59a01.avif","Coincure","Silver+","Pygmalien","Medium","DamageReference","HealReference","Tool","Cooldown 6 seconds","Weapons","","»   »","5","7","","Your  and  items gain + and + equal to this item's value for the fight.","","","","","Damage","Your  and  items have +25% .","Deadly","Shield","Crit Chance","15","Fiery","Burn","This has double value.","Golden","2 items for 2 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","Deal 150","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","150","Restorative","Heal","150","Shielded","This has +1 Multicast.","Shiny","","15","Toxic","Poison","2 items for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/dc43ae7a-a60a-42e7-a019-eb3c89b59a01.avif","When you , this gains  Value for the fight.","","","Value","3","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/ec524335-987c-4a7d-8d27-aed15473d15c.avif","Colander","Bronze+","Jules","Medium","Shield","Tool","","Cooldown 5 seconds","","Shield","»   »   »","15","20","Shield","Gain 20","","","","","","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","2 items for 2 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","Deal  equal to this item's","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","This has double .","Shielded","This has +1 Multicast.","Shiny","","equal to 5% of this item's","Toxic","Poison","2 items for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/ec524335-987c-4a7d-8d27-aed15473d15c.avif","When you use a Small item, this gains   for the fight.","","","","10","","","5","",""
"https://howbazaar-images.b-cdn.net/images/items/6546e26d-d3a2-4b57-96ca-357f4be5c375.avif","Cold Room","Silver+","Pygmalien","Medium","Freeze","Property","Regen","Cooldown 6 seconds","Property","Regen","»   »","2","3","","item(s) for 1 second(s)","Freeze","»   »","5","8","","When you , your items gain +10%  for the fight.","Deadly","Shield","Crit Chance","When you ,  equal to this item's .","Fiery","Burn","This has double value.","Golden","When you ,  an item for 1 second(s)","Heavy","Slow","This Freezes for twice as long.","Icy","Freeze","When you , deal  equal to 5 times this item's .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","When you ,  equal to 5 times this item's","Restorative","Regen","When you ,  equal to 5 times this item's .","Shielded","This has +1 Multicast.","Shiny","","When you ,  equal to this item's .","Toxic","Poison","When you ,  an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/6546e26d-d3a2-4b57-96ca-357f4be5c375.avif","When you , gain   for the fight.","","","","1","Regen","Regen","","When you use an adjacent  or ,  this 1 second(s).",""
"https://howbazaar-images.b-cdn.net/images/items/793b64b2-20a8-42ca-a592-54c9c3f814f8.avif","Colossal Popsicle","Silver+","Common","Large","Damage","Food","Freeze","Cooldown 9 seconds","","","»   »","100","200","","Deal","","»   »","2","3","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","3 items for 3 second(s)","Heavy","Slow","This Freezes for twice as long.","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","3 items for 3 second(s)","Turbo","Haste","","2 items for  second(s)","","","Unpurchasable","50","Damage","Damage","","When you sell this, gain 2 Icicles.","Damage"
"https://howbazaar-images.b-cdn.net/images/items/cfc3db0f-c8f2-4acf-bf9b-80e170ca3120.avif","Combat Core","Gold+","Dooley","Large","Core","Damage","Shield","Cooldown 6 seconds","","Shield","»","50","100","Shield","Deal 50","","»","50","100","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","3 items for 1 second(s)","Heavy","Slow","an item for 2 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","This has double .","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","3 item for 1 second(s)","Turbo","Haste","","50","","","Tech","","Damage","Damage","","When you use any item to the left of this, this gains   for the fight.",""
"https://howbazaar-images.b-cdn.net/images/items/44366f1e-a46b-4b41-9bf7-a1dec75bb6d6.avif","Companion Core","Silver+","Dooley","Medium","Core","Friend","Haste","Cooldown  seconds","Friend","","»   »","5","4","","adjacent items for  second(s)","","»   »","3","4","","Your  gain +10%  for the fight","Deadly","Shield","Crit Chance","8","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","Your  gain +20  for the fight","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","80","Restorative","Heal","80","Shielded","This has +1 Multicast.","Shiny","","8","Toxic","Poison","2 items for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/44366f1e-a46b-4b41-9bf7-a1dec75bb6d6.avif","When you use another ,  this 1 second(s).","","","Tech","6","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/5e17cfc3-25c0-4a74-8a33-07ee972e6f6e.avif","Concealed Dagger","Silver+","Vanessa","Small","Damage","Gold","Weapon","Cooldown 9 seconds","","","»   »","40","50","","Deal","","»   »","2","3","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double Gold gain.","Golden","an item for 4 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 10% 0f this item's","Toxic","Poison","an item for 4 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/5e17cfc3-25c0-4a74-8a33-07ee972e6f6e.avif","Gain  Gold","Covetous Thief","https://www.howbazaar.gg/monsters#Covetous_Thief","","30","Damage","Damage","","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/58644fca-df07-48f8-808e-85c9cbf5fccb.avif","Cookbook","Silver+","Jules","Medium","Charge","Tool","","Cooldown 4 seconds","","","»   »","3","4","","a Food  seconds","","","","","","Your items have +25% .","Deadly","Shield","Crit Chance","7","Fiery","Burn","This has double value.","Golden","2 items for 1 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","Deal 75","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","75","Restorative","Heal","75","Shielded","This has +1 Multicast.","Shiny","","7","Toxic","Poison","2 items for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/58644fca-df07-48f8-808e-85c9cbf5fccb.avif","At the start of each day, upgrade a Food of a lower tier.","","","","2","","","","",""
"https://howbazaar-images.b-cdn.net/images/items/b194604e-80ba-448c-80e8-daff541fe207.avif","Cookie Cutters","Bronze+","Jules","Small","Damage","Tool","Weapon","Cooldown 5 seconds","","","»   »   »","30","40","","Deal","","","","","Damage","This has +50% .","Deadly","Shield","Crit Chance","equal to 5% of this item's","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 0.5 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to this item's","Restorative","Heal","equal to this item's","Shielded","This has +1 Multicast.","Shiny","Damage","equal to 5% of this item's","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/b194604e-80ba-448c-80e8-daff541fe207.avif","At the start of each day, get a Cookie.","","","","20","Damage","Damage","10","","Damage"
"https://howbazaar-images.b-cdn.net/images/items/367c2ad9-94b3-4f01-a130-a673922244ef.avif","Cookies","Bronze+","Jules","Small","Ammo","Food","Health","Cooldown 2 seconds","Ammo","","»   »   »","+8","+10","Max Ammo","5","Haste","","","","","When you sell this, your leftmost item gains 2% .","Deadly","Shield","Crit Chance","When you sell this, your leftmost  item gains +1 .","Fiery","Burn","When you sell this, your leftmost  item gains +0.2  duration.","","When you sell this, your leftmost  item gains +0.1  duration.","Heavy","Slow","When you sell this, your leftmost  item gains +10 .","Icy","Freeze","When you sell this, your leftmost  item gains +10 .","Obsidian","Damage","When you sell this, your leftmost  item gains +10 .","","Freeze","Slow","When you sell this, your leftmost  item gains +1 .","Restorative","Heal","When you sell this, your leftmost  item gains +0.2  duration.","Shielded","","","","","Toxic","Poison","","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/367c2ad9-94b3-4f01-a130-a673922244ef.avif","Permanently gain","","","","+6","","","+4","This permanently loses 1 .",""
"https://howbazaar-images.b-cdn.net/images/items/7d83c2f2-1971-4ec8-b730-9d12aec93d76.avif","Cooking Mallet","Bronze+","Jules","Small","Burn","Damage","Tool","Cooldown 5 seconds","","","»   »   »","30","40","","Deal","","»   »   »","9","12","Damage","This has +50% .","Deadly","Shield","Crit Chance","This has double .","Fiery","Burn","This has double value.","Golden","an item for 2 second(s)","Heavy","Slow","an item for 1 second(s)","Icy","Freeze","This has double .","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","equal to 5 times this item's","Restorative","Heal","equal to 5 times this item's","Shielded","This has +1 Multicast.","Shiny","","equal to this item's","Toxic","Poison","an item for 2 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/7d83c2f2-1971-4ec8-b730-9d12aec93d76.avif","Heated:","","","Weapon","20","","","10","","Burn"
"https://howbazaar-images.b-cdn.net/images/items/434ba656-da96-429a-9db1-c22ef271cd1f.avif","Cool LEDs","Bronze+","Dooley","Small","Slow","Tech","","Cooldown 5 seconds","","","»   »   »","3","4","","item(s) for 1 second(s)","Slow","","","","","Your Cores have +50% .","Deadly","Shield","Crit Chance","2","Fiery","Burn","This has double value.","Golden","This  for twice as long.","Heavy","Slows","an item for 0.5 second(s)","Icy","Freeze","Deal 20","Obsidian","Damage","This item is immune to ,  and Destroy.","Radiant","Freeze","Slow","20","Restorative","Heal","20","Shielded","This has +1 Multicast.","Shiny","","2","Toxic","Poison","an item for 1 second(s)","Turbo","Haste","https://howbazaar-images.b-cdn.net/images/items/434ba656-da96-429a-9db1-c22ef271cd1f.avif","When you use a Core,  this 1 second(s).","","","","2","","","1","",""
